bc160:2eefef14a4b49bb63d8d18312aad7e7a9946d7d5	Nature - Review - Deep learning
bc160:2eefef14a4b49bb63d8d18312aad7e7a9946d7d5	Nature - REVIEW - Deep learning
bc160:2f1024b7d1268454cf35ebd46bb0edef17b745d5	HE INVERSE FIRST PASSAGE TIME PROBLEM FOR KILLED BROWNIAN MOTION
bc160:2f1024b7d1268454cf35ebd46bb0edef17b745d5	HE INVERSE FIRST PASSAGE TIME PROBLEM FOR KILLED BROWNIAN MOTION
bc160:2f1024b7d1268454cf35ebd46bb0edef17b745d5	THE INVERSE FIRST PASSAGE TIME PROBLEM FOR KILLED BROWNIAN MOTION
bc160:2f5c42b0c19f537461ab12b5d5137a75708db066	Topic: Analysis of Snapshot Isolation and approaches to make it seria-lizable
bc160:2f5c42b0c19f537461ab12b5d5137a75708db066	Topic: Analysis of Snapshot Isolation and approaches to make it serializable
bc160:2fa0a04e4e4f9ec271c5f7ca386becf2e2176050	Massively Parallel Algorithms and Hardness for Single-Linkage Clustering Under `p-Distances
bc160:2fa0a04e4e4f9ec271c5f7ca386becf2e2176050	Massively Parallel Algorithms and Hardness for Single-Linkage Clustering Under l(p)-Distances
bc160:2fb89b0ea919e42b79f671f195f804f8171fe623	[Advertisment] Topological Data Analysis for Scientific Visualization
bc160:2fb89b0ea919e42b79f671f195f804f8171fe623	Topological Data Analysis for Scientific Visualization
bc160:2ff148d7141be2694585bebbbbec30be5ecc32cd	Optimizing relational algebra operations using generic partitioning discriminators and lazy products
bc160:2ff148d7141be2694585bebbbbec30be5ecc32cd	Optimizing relational algebra operations using generic partitioning discriminators and lazyproducts
bc160:2ff148d7141be2694585bebbbbec30be5ecc32cd	Optimizing relational algebra operations usinggeneric partitioning discriminators and lazyproducts
bc160:3005f680d12ee1bb4ba1f2a52cc6061fe1b34e2c	Quine on Reference and Quantification
bc160:3005f680d12ee1bb4ba1f2a52cc6061fe1b34e2c	Quine onReference and Quantification
bc160:30ac706e80c6dad38bb1ce7b20b2d339a94d0571	New Logic and the Seeds of Analytic Philosophy - Boole, Frege
bc160:30ac706e80c6dad38bb1ce7b20b2d339a94d0571	New Logic and the Seeds of Analytic Philosophy Boole, Frege
bc160:30bfd53f7111fa41cae2f13f6395cda6e174bd70	igning a Linear Subspace: Signature Schemes for Network Coding
bc160:30bfd53f7111fa41cae2f13f6395cda6e174bd70	Signing a Linear Subspace: Signature Schemes for Network Coding
bc160:3102470d6d2da23c8f0ea22906f2d154bd1dd416	Private Web Search
bc160:3102470d6d2da23c8f0ea22906f2d154bd1dd416	Return-Oriented Programming: Systems, Languages, and Applications
bc160:3135b552870584ebde3545439d4457219089e060	A Poincar´e – Birkhoff theorem for Hamiltonian flows on nonconvex domains.
bc160:3135b552870584ebde3545439d4457219089e060	A Poincare – Birkhoff theorem for Hamiltonian flows on nonconvex domains.
bc160:31701e50ef778f6e7245af68832b7855f55a608d	Free infinite divisibility for generalized power distributions with free Poisson term
bc160:31701e50ef778f6e7245af68832b7855f55a608d	ree infinite divisibility for generalized power distributions with free Poisson term
bc160:31cbfef8f6152b790bde696463cc68fcc140bde9	History of Logic
bc160:31cbfef8f6152b790bde696463cc68fcc140bde9	History of Logic from Aristole to Godel
bc160:3280efb214b043956eb220fd1bba41177a0706c8	Q IS FOR QUANTUM [Chapter 1]
bc160:3280efb214b043956eb220fd1bba41177a0706c8	QIS FOR QUANTUM [Chapter 1]
bc160:32852d9d5ea8d4f9e4f39f1c53a772836d5b1f43	SOFIE - Secure Open Federation for Internet Everywhere
bc160:32852d9d5ea8d4f9e4f39f1c53a772836d5b1f43	SOFIE - Secure Open Federation for InternetEverywhere
bc160:3326e1fa0652aee731ef0ba3dd04feb32672448b	Design is as Easy as Optimization
bc160:3326e1fa0652aee731ef0ba3dd04feb32672448b	The PASCAL Recognising Textual Entailment Challenge
bc160:3327bde2e45d0585ff9fea2e8ce0b8762e3cceb0	compression permutation
